OBJECTID,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
459,"4516",ศรีสมเด็จ,Si Somdet,"45",ร้อยเอ็ด,Roi Et,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.0186035138,103.5063216150
460,"4517",จังหาร,Changhan,"45",ร้อยเอ็ด,Roi Et,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.1654836701,103.6099599094
461,"4518",เชียงขวัญ,Chiang Khwan,"45",ร้อยเอ็ด,Roi Et,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.1497145611,103.7440092140
462,"4519",หนองฮี,Nong Hi,"45",ร้อยเอ็ด,Roi Et,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,15.5815283910,104.0092907088
463,"4520",ทุ่งเขาหลวง,Thung Khao Luang,"45",ร้อยเอ็ด,Roi Et,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,15.9942723427,103.8674381963
464,"4601",เมืองกาฬสินธุ์,Mueang Kalasin,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.5146024552,103.5561115525
465,"4602",นามน,Na Mon,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.5806181760,103.7883536967
466,"4603",กมลาไสย,Kamalasai,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.2886031774,103.6060456541
467,"4604",ร่องคำ,Rong Kham,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.2893651471,103.7151796427
468,"4605",กุฉินารายณ์,Kuchinarai,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.5234778978,104.0508379410
469,"4606",เขาวง,Khao Wong,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.6822064035,104.1048223473
470,"4607",ยางตลาด,Yang Talat,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.4431326329,103.3492492044
471,"4608",ห้วยเม็ก,Huai Mek,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.5972180217,103.2376279079
472,"4609",สหัสขันธ์,Sahatsakhan,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.7207167499,103.5770893338
473,"4610",คำม่วง,Kham Muang,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.9492273403,103.6461165416
474,"4611",ท่าคันโท,Tha Khantho,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.8823877834,103.2419646382
475,"4612",หนองกุงศรี,Nong Kung Si,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.7231341496,103.3327148747
476,"4613",สมเด็จ,Somdet,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.7764795469,103.7570148674
477,"4614",ห้วยผึ้ง,Huai Phueng,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.6742113476,103.8868771129
478,"4615",สามชัย,Sam Chai,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.8849972751,103.5241806451
479,"4616",นาคู,Na Khu,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.7613512742,104.0075767212
480,"4617",ดอนจาน,Don Chan,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.4748308128,103.7137761783
481,"4618",ฆ้องชัย,Khong Chai,"46",กาฬสินธุ์,Kalasin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG06,ศูนย์ ปภ. เขต 6,16.2609083643,103.4747416573
482,"4701",เมืองสกลนคร,Mueang Sakon Nakhon,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.1741407714,104.1019804168
483,"4702",กุสุมาลย์,Kusuman,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.3564297766,104.2708462605
484,"4703",กุดบาก,Kut Bak,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.0855673431,103.8172008284
485,"4704",พรรณานิคม,Phanna Nikhom,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.3163367730,103.8941139830
486,"4705",พังโคน,Phang Khon,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.3886223907,103.7504106754
487,"4706",วาริชภูมิ,Waritchaphum,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.2570347153,103.6096527663
488,"4707",นิคมน้ำอูน,Nikhom Nam Un,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.1695005745,103.7297117151
489,"4708",วานรนิวาส,Wanon Niwat,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.6288942300,103.7373564592
490,"4709",คำตากล้า,Kham Ta Kla,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.8292274368,103.7863664041
491,"4710",บ้านม่วง,Ban Muang,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.9011716074,103.5265244464
492,"4711",อากาศอำนวย,Akat Amnuai,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.6419546774,103.9718861375
493,"4712",สว่างแดนดิน,Sawang Daen Din,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.4611033536,103.4475850819
494,"4713",ส่องดาว,Song Dao,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.3130836785,103.4406095966
495,"4714",เต่างอย,Tao Ngoi,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.9415102701,104.1504745410
496,"4715",โคกศรีสุพรรณ,Khok Si Suphan,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.0257696296,104.2954178937
497,"4716",เจริญศิลป์,Charoen Sin,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.6413555714,103.5309091039
498,"4717",โพนนาแก้ว,Phon Na Kaeo,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.2139950992,104.3071339425
499,"4718",ภูพาน,Phu Phan,"47",สกลนคร,Sakon Nakhon,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.9359400277,103.9287473755
500,"4801",เมืองนครพนม,Mueang Nakhon Phanom,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.3210453482,104.6627781995
501,"4802",ปลาปาก,Pla Pak,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.2009427285,104.5376966966
502,"4803",ท่าอุเทน,Tha Uthen,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.6081242707,104.4971000820
503,"4804",บ้านแพง,Ban Phaeng,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.8731156090,104.2173454315
504,"4805",ธาตุพนม,That Phanom,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.9635661039,104.7028209479
505,"4806",เรณูนคร,Renu Nakhon,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.0547245232,104.6470348414
506,"4807",นาแก,Na Kae,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.9409463807,104.4649200226
507,"4808",ศรีสงคราม,Si Songkhram,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.6381711884,104.2349138402
508,"4809",นาหว้า,Na Wa,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.5012922389,104.0981902346
509,"4810",โพนสวรรค์,Phon Sawan,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.4660536914,104.4090540552
510,"4811",นาทม,Na Thom,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.8408731844,104.0978769306
511,"4812",วังยาง,Wang Yang,"48",นครพนม,Nakhon Phanom,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,17.0724990674,104.4389890419
512,"4901",เมืองมุกดาหาร,Mueang Mukdahan,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.5501508303,104.6281673191
513,"4902",นิคมคำสร้อย,Nikhom Kham Soi,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.3529346583,104.5563642942
514,"4903",ดอนตาล,Don Tan,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.2966676408,104.8119097875
515,"4904",ดงหลวง,Dong Luang,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.7949170602,104.3500957045
516,"4905",คำชะอี,Khamcha-i,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.6157647890,104.3482477123
517,"4906",หว้านใหญ่,Wan Yai,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.7197844017,104.7263476060
518,"4907",หนองสูง,Nong Sung,"49",มุกดาหาร,Mukdahan,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG07,ศูนย์ ปภ. เขต 7,16.4436369038,104.3419502716
519,"5001",เมืองเชียงใหม่,Mueang Chiang Mai,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7908020478,98.9554795364
520,"5002",จอมทอง,Chom Thong,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.3716731341,98.6039652660
521,"5003",แม่แจ่ม,Mae Chaem,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6081434380,98.3062361910
522,"5004",เชียงดาว,Chiang Dao,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.5059382482,98.9099776653
523,"5005",ดอยสะเก็ด,Doi Saket,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.9394815945,99.2168034017
524,"5006",แม่แตง,Mae Taeng,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.1806182645,98.8507699707
525,"5007",แม่ริม,Mae Rim,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.9413838264,98.8784103358
526,"5008",สะเมิง,Samoeng,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.9096356704,98.6361819484
527,"5009",ฝาง,Fang,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.8853978565,99.1625566642
528,"5010",แม่อาย,Mae Ai,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,20.0007639186,99.3278729667
529,"5011",พร้าว,Phrao,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.2935890638,99.2182832884
530,"5012",สันป่าตอง,San Pa Tong,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6063972321,98.8772462966
531,"5013",สันกำแพง,San Kamphaeng,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7347211117,99.1635323665
532,"5014",สันทราย,San Sai,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.9547142510,99.0306790407
533,"5015",หางดง,Hang Dong,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7353004259,98.8791038413
534,"5016",ฮอด,Hot,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.1136692975,98.4766848881
535,"5017",ดอยเต่า,Doi Tao,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.9057199602,98.6750456578
536,"5018",อมก๋อย,Omkoi,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.6801618831,98.3357078526
537,"5019",สารภี,Saraphi,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6974890536,99.0198634710
538,"5020",เวียงแหง,Wiang Haeng,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.5886073216,98.6604073644
539,"5021",ไชยปราการ,Chai Prakan,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.6808036814,99.1726653616
540,"5022",แม่วาง,Mae Wang,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6659345053,98.6549645338
541,"5023",แม่ออน,Mae On,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7437113761,99.2984642897
542,"5024",ดอยหล่อ,Doi Lo,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.5325837479,98.7539864735
543,"5025",กัลยาณิวัฒนา,Galayani Vadhana,"50",เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.0117174287,98.3184806736
544,"5101",เมืองลำพูน,Mueang Lamphun,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.5522400312,99.0592837973
545,"5102",แม่ทา,Mae Tha,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.3808959102,99.0830959276
546,"5103",บ้านโฮ่ง,Ban Hong,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.2669908789,98.8237243575
547,"5104",ลี้,Li,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.7879760656,98.8845414258
548,"5105",ทุ่งหัวช้าง,Thung Hua Chang,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.9758921587,99.0571366967
549,"5106",ป่าซาง,Pa Sang,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.4189754168,98.8867172829
550,"5107",บ้านธิ,Ban Thi,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6480176580,99.1595334841
551,"5108",เวียงหนองล่อง,Wiang Nong Long,"51",ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.4151215049,98.7479532763
552,"5201",เมืองลำปาง,Mueang Lampang,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.4116063252,99.5355373465
553,"5202",แม่เมาะ,Mae Mo,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.4051629827,99.8237844289
554,"5203",เกาะคา,Ko Kha,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.1388308330,99.3450236671
555,"5204",เสริมงาม,Soem Ngam,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.0899477069,99.1597793192
556,"5205",งาว,Ngao,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7573197181,99.9268722326
557,"5206",แจ้ห่ม,Chae Hom,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7508014637,99.6497580849
558,"5207",วังเหนือ,Wang Nuea,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,19.1463458794,99.6394196692
