OBJECTID,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
780,"8004",ฉวาง,Chawang,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.4792550355,99.5295971109
781,"8005",พิปูน,Phipun,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.5976574901,99.5999322552
782,"8006",เชียรใหญ่,Chian Yai,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.1210411087,100.1521649265
783,"8007",ชะอวด,Cha-uat,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,7.9577298770,99.9843942767
784,"8008",ท่าศาลา,Tha Sala,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.6998905394,99.8792169299
785,"8009",ทุ่งสง,Thung Song,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.1148009984,99.6562559006
786,"8010",นาบอน,Na Bon,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.2707303199,99.5525351432
787,"8011",ทุ่งใหญ่,Thung Yai,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.2916032930,99.3727535086
788,"8012",ปากพนัง,Pak Phanang,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.3102015163,100.1675503067
789,"8013",ร่อนพิบูลย์,Ron Phibun,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.1959820705,99.8865974165
790,"8014",สิชล,Sichon,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.9489935812,99.8088831619
791,"8015",ขนอม,Khanom,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.1905883473,99.8082233865
792,"8016",หัวไทร,Hua Sai,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.0094831478,100.2440392956
793,"8017",บางขัน,Bang Khan,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.0044817436,99.4795859113
794,"8018",ถ้ำพรรณรา,Tham Phannara,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.4610594136,99.3813408214
795,"8019",จุฬาภรณ์,Chulabhorn,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.0745250464,99.8627437612
796,"8020",พระพรหม,Phra Phrom,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.3242784475,99.9354052009
797,"8021",นบพิตำ,Nopphitam,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.7552928918,99.6760782019
798,"8022",ช้างกลาง,Chang Klang,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.3553691092,99.6290746388
799,"8023",เฉลิมพระเกียรติ,Chaloem Phra Kiat,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.1753236025,100.0380789058
800,"8101",เมืองกระบี่,Mueang Krabi,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.1384664059,98.8482555573
801,"8102",เขาพนม,Khao Phanom,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.2732176329,99.1202637991
802,"8103",เกาะลันตา,Ko Lanta,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,7.6808557585,99.0754414287
803,"8104",คลองท่อม,Khlong Thom,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,7.9013809248,99.1999346946
804,"8105",อ่าวลึก,Ao Luek,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.3640842888,98.7499679154
805,"8106",ปลายพระยา,Plai Phraya,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.5476617099,98.8310819198
806,"8107",ลำทับ,Lam Thap,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.0455176749,99.3346948327
807,"8108",เหนือคลอง,Nuea Khlong,"81",กระบี่,Krabi,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.0319106682,99.0369669429
808,"8201",เมืองพังงา,Mueang Phang-nga,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.4672827233,98.5137561057
809,"8202",เกาะยาว,Ko Yao,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.0029541131,98.5895173008
810,"8203",กะปง,Kapong,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.7399431791,98.4659271272
811,"8204",ตะกั่วทุ่ง,Takua Thung,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.2685842201,98.4123806687
812,"8205",ตะกั่วป่า,Takua Pa,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.8446194878,98.3260868961
813,"8206",คุระบุรี,Khura Buri,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,9.1651788990,98.3699923481
814,"8207",ทับปุด,Thap Put,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.5312233166,98.6315439764
815,"8208",ท้ายเหมือง,Thai Mueang,"82",พังงา,Phangnga,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.4948513424,98.2980602477
816,"8301",เมืองภูเก็ต,Mueang Phuket,"83",ภูเก็ต,Phuket,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,7.8546416235,98.3598741466
817,"8302",กะทู้,Kathu,"83",ภูเก็ต,Phuket,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,7.9174550854,98.3139481653
818,"8303",ถลาง,Thalang,"83",ภูเก็ต,Phuket,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันตก,ต่างจังหวัด,RG18,ศูนย์ ปภ. เขต 18,8.0538000333,98.3452693727
819,"8401",เมืองสุราษฎร์ธานี,Mueang Surat Thani,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.0996908078,99.3248896369
820,"8402",กาญจนดิษฐ์,Kanchanadit,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.0723396401,99.5436743332
821,"8403",ดอนสัก,Don Sak,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.2027703287,99.6905486277
822,"8404",เกาะสมุย,Ko Samui,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.5057468561,99.9560393313
823,"8405",เกาะพะงัน,Ko Pha-ngan,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.7902531818,100.0004268497
824,"8406",ไชยา,Chaiya,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.4420992975,99.0673068019
825,"8407",ท่าชนะ,Tha Chana,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.6010522190,98.9920585422
826,"8408",คีรีรัฐนิคม,Khiri Rat Nikhom,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.0122638378,98.9320798642
827,"8409",บ้านตาขุน,Ban Ta Khun,"84",สุราษฎร์ธานี,Surat Thani,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,9.0986650007,98.6664751289
